title,price,currency,year,mileage,brand,model,trim,body_type,fuel_type,transmission,color,interior_color,cylinders,horsepower,engine_cc,doors,specs_origin,seller_type,location,url,photos_count,has_warranty,source,scraped_at,extraction_method,dealer,publish_date,is_new,listing_id,brand_origin,brand_tier,price_tier,car_age,price_per_age,mileage_per_year,quality_score,price_vs_market,cross_source_flag
New MG ZS 2024,50000.0,AED,2024.0,0.0,MG,ZS,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-mg-zs-2024-mg-zs-15l-at-comfort-option-eu-specification-938427.html,18,,dubicars,2026-04-28T14:06:05.658187,dom,,,True,938427.0,Chinese,budget,Economy,2.0,25000.0,0.0,78,,Normal
New MG ZS 2024,45000.0,AED,2024.0,0.0,MG,ZS,,Unknown,Petrol,Automatic,,,,,,,European Spec,dealer,,https://www.dubicars.com/2024-mg-zs-2024-mg-zs-15l-at-std-option-european-spec-945822.html,17,,dubicars,2026-04-28T14:06:05.658311,dom,,,True,945822.0,Chinese,budget,Economy,2.0,22500.0,0.0,83,,Normal
New MG HS 2025,71000.0,AED,2025.0,0.0,MG,HS,,Unknown,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-mg-hs-15-full-option-gcc-zero-km-950885.html,11,,dubicars,2026-04-28T14:08:55.855028,dom,,,True,950885.0,Chinese,budget,Mid-Range,1.0,71000.0,0.0,83,,Normal
New MG 5 2025,45000.0,AED,2025.0,0.0,MG,5,,Unknown,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-mg-5-full-option-gcc-zero-km-950881.html,9,,dubicars,2026-04-28T14:10:23.566472,dom,,,True,950881.0,Chinese,budget,Economy,1.0,45000.0,0.0,83,1.75,Above Market
New MG HS 2023,49000.0,AED,2023.0,0.0,MG,HS,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-mg-hs-al-luxury-20l-mg-hs-20l-turbo-awd-luxury-hi-at-ptr-2023-815611.html,17,,dubicars,2026-04-28T14:51:26.703596,dom,,,True,815611.0,Chinese,budget,Economy,3.0,16333.333333333334,0.0,78,-1.41,Normal
New MG One 2024,49500.0,AED,2024.0,0.0,MG,One,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-mg-one-mid-option-lamborghini-orange-950886.html,11,,dubicars,2026-04-28T14:55:37.926121,dom,,,True,950886.0,Chinese,budget,Economy,2.0,24750.0,0.0,78,-1.67,Below Market
New Toyota Land Cruiser 2025,177000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-hardtop-lc71-883210.html,8,,dubicars,2026-04-28T15:38:23.215696,dom,,,True,883210.0,Japanese,mainstream,Premium,1.0,177000.0,0.0,83,-0.95,Below Market
New Toyota Corolla Cross 2023,63000.0,AED,2023.0,0.0,Toyota,Corolla Cross,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-toyota-corolla-cross-toyota-corolla-cross-18p-hev-at-my2023-716845.html,12,,dubicars,2026-04-28T15:38:38.517951,dom,,,True,716845.0,Japanese,mainstream,Mid-Range,3.0,21000.0,0.0,78,,Normal
New Toyota Fortuner 2023,137000.0,AED,2023.0,0.0,Toyota,Fortuner,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-toyota-fortuner-toyota-fortuner-40l-v6-gxr-721214.html,20,,dubicars,2026-04-28T15:38:38.518401,dom,,,True,721214.0,Japanese,mainstream,Premium,3.0,45666.666666666664,0.0,83,1.57,Above Market
New Toyota Hiace 2024,92000.0,AED,2024.0,0.0,Toyota,Hiace,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-hiace-toyota-hiace-std-25d-mt-15-seater-my2024-white-765698.html,20,,dubicars,2026-04-28T15:38:38.519613,dom,,,True,765698.0,Japanese,mainstream,Mid-Range,2.0,46000.0,0.0,78,-0.71,Below Market
New Toyota RAV4 2025,114000.0,AED,2025.0,0.0,Toyota,RAV4,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-rav4-rav4-2025-chinese-0km-957107.html,8,,dubicars,2026-04-28T15:38:57.569064,dom,,,True,957107.0,Japanese,mainstream,Mid-Range,1.0,114000.0,0.0,83,-0.23,Normal
New Toyota RAV4 2024,130000.0,AED,2024.0,0.0,Toyota,RAV4,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-rav4-toyota-rav4-hybrid-25l-my2024-791256.html,28,,dubicars,2026-04-28T15:39:15.942256,dom,,,True,791256.0,Japanese,mainstream,Premium,2.0,65000.0,0.0,83,0.84,Normal
New MG HS 2023,62000.0,AED,2023.0,0.0,MG,HS,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-mg-hs-964254.html,17,,dubicars,2026-04-28T13:52:14.096232,dom,,,True,964254.0,Chinese,budget,Mid-Range,3.0,20666.666666666668,0.0,78,0.81,Normal
New MG 5 2025,38500.0,AED,2025.0,12.0,MG,5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-5-mg-5-15l-180-dvvt-full-option-2025-model-940153.html,26,,dubicars,2026-04-28T13:52:45.890103,dom,,,True,940153.0,Chinese,budget,Economy,1.0,38500.0,12.0,78,0.0,Normal
New MG 6 2025,68000.0,AED,2025.0,0.0,MG,6,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-6-15t-x-line-shark-hunter-edition-export-price-930988.html,30,,dubicars,2026-04-28T13:53:05.467271,dom,,,True,930988.0,Chinese,budget,Mid-Range,1.0,68000.0,0.0,78,0.91,Normal
New MG One 2024,59000.0,AED,2024.0,0.0,MG,One,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-mg-one-mg-one-15-lux-suv-fwd-5doors-black-color-2024-913384.html,24,,dubicars,2026-04-28T13:55:59.266858,dom,,,True,913384.0,Chinese,budget,Economy,2.0,29500.0,0.0,83,0.0,Normal
New MG 6 2025,67500.0,AED,2025.0,0.0,MG,6,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-6-luxury-15l-932915.html,30,,dubicars,2026-04-28T13:56:53.713940,dom,,,True,932915.0,Chinese,budget,Mid-Range,1.0,67500.0,0.0,78,0.54,Normal
New MG 7 2025,67000.0,AED,2025.0,0.0,MG,7,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-7-15t-dct-elegant-edition-950801.html,9,,dubicars,2026-04-28T13:59:29.322355,dom,,,True,950801.0,Chinese,budget,Mid-Range,1.0,67000.0,0.0,78,-0.44,Normal
New MG ZS 2025,45000.0,AED,2025.0,0.0,MG,ZS,,Unknown,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-mg-zs-15l-mid-option-gcc-specs-2025-model-brand-new-939525.html,19,,dubicars,2026-04-28T14:00:43.856653,dom,,,True,939525.0,Chinese,budget,Economy,1.0,45000.0,0.0,83,-0.21,Normal
New MG HS 2025,65500.0,AED,2025.0,0.0,MG,HS,,Unknown,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-mg-hs-15t-full-option-gcc-specs-new-shape-2025-model-brand-new-949045.html,17,,dubicars,2026-04-28T14:01:11.616075,dom,,,True,949045.0,Chinese,budget,Mid-Range,1.0,65500.0,0.0,83,,Normal
New Toyota Land Cruiser Pick Up 2025,176000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-pick-up-toyota-land-cruiser-sc-40l-at-922962.html,10,,dubicars,2026-04-28T15:38:57.573469,dom,,,True,922962.0,Japanese,mainstream,Premium,1.0,176000.0,0.0,83,-0.97,Below Market
New Toyota Hiace 2025,135000.0,AED,2025.0,0.0,Toyota,Hiace,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hiace-25-model-2025-brand-new-740461.html,15,,dubicars,2026-04-28T15:38:57.573686,dom,,,True,740461.0,Japanese,mainstream,Premium,1.0,135000.0,0.0,78,-0.02,Normal
New Toyota Hilux 2025,92000.0,AED,2025.0,3.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-hilux-27l-4x2-at-945063.html,17,,dubicars,2026-04-28T15:39:15.942371,dom,,,True,945063.0,Japanese,mainstream,Mid-Range,1.0,92000.0,3.0,83,-0.84,Below Market
New Toyota Hilux 2025,176000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-gr-sport-40l-900745.html,12,,dubicars,2026-04-28T15:39:33.192946,dom,,,True,900745.0,Japanese,mainstream,Premium,1.0,176000.0,0.0,83,1.59,Overpriced ⚠️
New Toyota Corolla Cross 2025,74000.0,AED,2025.0,0.0,Toyota,Corolla Cross,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-corolla-cross-toyota-corolla-cross-toyota-corolla-cross-20l-hybrid-with-radar-my-2025-928635.html,10,,dubicars,2026-04-28T15:39:33.193440,dom,,,True,928635.0,Japanese,mainstream,Mid-Range,1.0,74000.0,0.0,78,0.38,Normal
New Toyota Hiace 2022,92000.0,AED,2022.0,0.0,Toyota,Hiace,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2022-toyota-hiace-standard-roof-mt-25l-diesel-15-seater-export-only-angola-code-hd25st15-942862.html,19,,dubicars,2026-04-28T15:39:33.193915,dom,,,True,942862.0,Japanese,mainstream,Mid-Range,4.0,23000.0,0.0,78,,Normal
New Toyota Hilux 2024,152000.0,AED,2024.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-hilux-toyota-hilux-gr-sport-40l-petrol-v6-full-option-2024-671513.html,9,,dubicars,2026-04-28T15:39:33.194761,dom,,,True,671513.0,Japanese,mainstream,Premium,2.0,76000.0,0.0,83,1.11,Overpriced ⚠️
New Toyota Land Cruiser 70 2024,149000.0,AED,2024.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-land-cruiser-70-land-cruiser-hard-top-5-doors-42l-diesel-2024-707320.html,17,,dubicars,2026-04-28T15:39:33.196157,dom,,,True,707320.0,Japanese,mainstream,Premium,2.0,74500.0,0.0,83,-1.17,Potential Deal 🔥
New Toyota Corolla Cross 2025,70000.0,AED,2025.0,0.0,Toyota,Corolla Cross,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-corolla-cross-18l-gli-hev-20-l-gli-hev-935868.html,11,,dubicars,2026-04-28T15:39:48.041665,dom,,,True,935868.0,Japanese,mainstream,Mid-Range,1.0,70000.0,0.0,78,0.04,Normal
New Toyota Land Cruiser 70 2025,216000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-70-vxr-40l-5-door-948077.html,30,,dubicars,2026-04-28T15:40:04.652528,dom,,,True,948077.0,Japanese,mainstream,Premium,1.0,216000.0,0.0,83,-0.45,Normal
New Toyota Hilux 2025,163000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-gr-sport-40l-894025.html,24,,dubicars,2026-04-28T15:40:04.653210,dom,,,True,894025.0,Japanese,mainstream,Premium,1.0,163000.0,0.0,83,1.22,Overpriced ⚠️
New Toyota Hilux 2025,184000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-toyota-hilux-gr-sport-40l-910726.html,27,,dubicars,2026-04-28T15:39:48.042508,dom,,,True,910726.0,Japanese,mainstream,Premium,1.0,184000.0,0.0,83,1.82,Overpriced ⚠️
New Toyota Land Cruiser 2025,209000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-toyota-land-cruiser-gx-2025-910759.html,28,,dubicars,2026-04-28T15:39:48.042686,dom,,,True,910759.0,Japanese,mainstream,Premium,1.0,209000.0,0.0,83,-0.54,Below Market
New Toyota Land Cruiser 2025,249000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-gxr-40l-914997.html,27,,dubicars,2026-04-28T15:39:48.042960,dom,,,True,914997.0,Japanese,mainstream,Premium,1.0,249000.0,0.0,83,-0.03,Normal
New Toyota Crown 2023,150000.0,AED,2023.0,0.0,Toyota,Crown,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-toyota-crown-platinum-902462.html,11,,dubicars,2026-04-28T15:39:48.043577,dom,,,True,902462.0,Japanese,mainstream,Premium,3.0,50000.0,0.0,78,,Normal
New Toyota RAV4 2025,147000.0,AED,2025.0,0.0,Toyota,RAV4,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-rav4-25l-adventure-933796.html,16,,dubicars,2026-04-28T15:39:48.044242,dom,,,True,933796.0,Japanese,mainstream,Premium,1.0,147000.0,0.0,83,1.05,Above Market
New Toyota Land Cruiser 2025,264000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-lc300-gxr-33d-at-my2025-black-748352.html,20,,dubicars,2026-04-28T15:39:48.044497,dom,,,True,748352.0,Japanese,mainstream,Luxury,1.0,264000.0,0.0,83,0.17,Normal
New Toyota Prado 2024,210000.0,AED,2024.0,0.0,Toyota,Prado,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-prado-prado-adventure-24l-petrol-at-my2024-765556.html,20,,dubicars,2026-04-28T15:40:25.176878,dom,,,True,765556.0,Japanese,mainstream,Premium,2.0,105000.0,0.0,83,0.51,Normal
New Toyota Fortuner 2024,117000.0,AED,2024.0,0.0,Toyota,Fortuner,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-fortuner-toyota-fortuner-24l-diesel-at-my2024-781271.html,23,,dubicars,2026-04-28T15:40:25.177119,dom,,,True,781271.0,Japanese,mainstream,Mid-Range,2.0,58500.0,0.0,83,0.23,Normal
New Toyota Land Cruiser 2024,280000.0,AED,2024.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-land-cruiser-land-cruiser-vx-35l-765561.html,20,,dubicars,2026-04-28T15:40:04.648451,dom,,,True,765561.0,Japanese,mainstream,Luxury,2.0,140000.0,0.0,83,0.84,Above Market
New Toyota Fortuner 2025,111000.0,AED,2025.0,0.0,Toyota,Fortuner,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-fortuner-exr-27l-160-hp-941345.html,29,,dubicars,2026-04-28T15:40:04.650459,dom,,,True,941345.0,Japanese,mainstream,Mid-Range,1.0,111000.0,0.0,83,-0.93,Below Market
New Toyota Hilux 2025,144000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-s-glx-24l-4wd-at-871872.html,21,,dubicars,2026-04-28T15:40:04.650666,dom,,,True,871872.0,Japanese,mainstream,Premium,1.0,144000.0,0.0,83,0.67,Above Market
New Toyota RAV4 2025,81000.0,AED,2025.0,0.0,Toyota,RAV4,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-rav4-928627.html,11,,dubicars,2026-04-28T15:40:04.651139,dom,,,True,928627.0,Japanese,mainstream,Mid-Range,1.0,81000.0,0.0,83,-1.51,Potential Deal 🔥
New Toyota RAV4 2025,102000.0,AED,2025.0,0.0,Toyota,RAV4,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-rav4-25l-2wd-ex-25l-petrol-902728.html,21,,dubicars,2026-04-28T15:40:25.173813,dom,,,True,902728.0,Japanese,mainstream,Mid-Range,1.0,102000.0,0.0,83,-0.7,Normal
New Toyota Hilux 2025,83000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-gl-2-limited-27l-single-cabin-27l-902570.html,17,,dubicars,2026-04-28T15:40:25.173934,dom,,,True,902570.0,Japanese,mainstream,Mid-Range,1.0,83000.0,0.0,83,-1.1,Potential Deal 🔥
New Toyota Innova 2024,110000.0,AED,2024.0,0.0,Toyota,Innova,,Van/MPV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-innova-20l-hycross-7s-hybrid-885750.html,17,,dubicars,2026-04-28T15:40:25.174170,dom,,,True,885750.0,Japanese,mainstream,Mid-Range,2.0,55000.0,0.0,83,,Normal
New Toyota Frontlander 2025,75000.0,AED,2025.0,0.0,Toyota,Frontlander,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-frontlander-toyota-frontlander-facrlift-2025-model-20l-hybrid-928431.html,18,,dubicars,2026-04-28T15:40:25.175177,dom,,,True,928431.0,Japanese,mainstream,Mid-Range,1.0,75000.0,0.0,78,0.93,Normal
New Toyota Land Cruiser 70 2024,139000.0,AED,2024.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-land-cruiser-70-lc78-42d-mt-my2024-white-757340.html,20,,dubicars,2026-04-28T16:52:54.727410,dom,,,True,757340.0,Japanese,mainstream,Premium,2.0,69500.0,0.0,83,-1.32,Potential Deal 🔥
New Toyota Raize 2025,47999.0,AED,2025.0,0.0,Toyota,Raize,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-raize-10t-g-917454.html,18,,dubicars,2026-04-28T16:41:31.189504,dom,,,True,917454.0,Japanese,mainstream,Economy,1.0,47999.0,0.0,78,-1.1,Normal
New Toyota Coaster 2025,198000.0,AED,2025.0,0.0,Toyota,Coaster,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-coaster-27l-23-seater-917461.html,15,,dubicars,2026-04-28T16:41:31.189962,dom,,,True,917461.0,Japanese,mainstream,Premium,1.0,198000.0,0.0,78,-0.83,Normal
New MG RX5 2025,56000.0,AED,2025.0,0.0,MG,RX5,,Unknown,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-mg-rx5-2025-mg-rx5-15l-turbo-gcc-specification-962238.html,19,,dubicars,2026-04-28T13:42:37.839239,dom,,,True,962238.0,Chinese,budget,Economy,1.0,56000.0,0.0,83,-0.35,Normal
New MG 5 2025,36500.0,AED,2025.0,0.0,MG,5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-5-mg5-180dvvt-global-luxury-version-888250.html,15,,dubicars,2026-04-28T13:43:28.493783,dom,,,True,888250.0,Chinese,budget,Economy,1.0,36500.0,0.0,78,-0.54,Normal
New MG 6 2025,65000.0,AED,2025.0,0.0,MG,6,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-6-comfort-15l-932188.html,9,,dubicars,2026-04-28T13:48:26.757913,dom,,,True,932188.0,Chinese,budget,Mid-Range,1.0,65000.0,0.0,78,-1.27,Normal
New MG 5 2025,44500.0,AED,2025.0,0.0,MG,5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-5-300-tgi-895957.html,7,,dubicars,2026-04-28T13:49:24.959562,dom,,,True,895957.0,Chinese,budget,Economy,1.0,44500.0,0.0,78,1.61,Above Market
New MG 5 2025,32000.0,AED,2025.0,0.0,MG,5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-5-888271.html,15,,dubicars,2026-04-28T13:49:45.948232,dom,,,True,888271.0,Chinese,budget,Economy,1.0,32000.0,0.0,78,-1.75,Below Market
New Toyota RAV4 2024,122000.0,AED,2024.0,0.0,Toyota,RAV4,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-rav4-adventure-v-awd-25l-759596.html,20,,dubicars,2026-04-28T16:53:06.841916,dom,,,True,759596.0,Japanese,mainstream,Premium,2.0,61000.0,0.0,83,0.17,Normal
New MG 5 2024,42000.0,AED,2024.0,0.0,MG,5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-mg-5-2024-mg5-15l-at-full-option-938670.html,20,,dubicars,2026-04-28T13:42:37.838765,dom,,,True,938670.0,Chinese,budget,Economy,2.0,21000.0,0.0,78,,Normal
New MG RX8 2024,73000.0,AED,2024.0,0.0,MG,RX8,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-mg-rx8-2024-mg-rx8-20l-turbo-4wd-939333.html,19,,dubicars,2026-04-28T13:42:37.838886,dom,,,True,939333.0,Chinese,budget,Mid-Range,2.0,36500.0,0.0,78,,Normal
New Toyota RAV4 2025,134000.0,AED,2025.0,0.0,Toyota,RAV4,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-rav4-914598.html,10,,dubicars,2026-04-28T16:53:06.844038,dom,,,True,914598.0,Japanese,mainstream,Premium,1.0,134000.0,0.0,83,0.54,Normal
New Toyota Fortuner 2024,106000.0,AED,2024.0,0.0,Toyota,Fortuner,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-fortuner-758230.html,20,,dubicars,2026-04-28T16:52:54.728913,dom,,,True,758230.0,Japanese,mainstream,Mid-Range,2.0,53000.0,0.0,83,-0.61,Normal
New Toyota Hilux 2023,140000.0,AED,2023.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-toyota-hilux-adventure-40l-765629.html,15,,dubicars,2026-04-28T16:53:13.494538,dom,,,True,765629.0,Japanese,mainstream,Premium,3.0,46666.666666666664,0.0,83,1.59,Above Market
New Toyota Hilux 2025,92000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-hilux-24l-mt-diesel-defulock-2024-779725.html,12,,dubicars,2026-04-28T16:53:13.495483,dom,,,True,779725.0,Japanese,mainstream,Mid-Range,1.0,92000.0,0.0,83,-0.84,Below Market
New Toyota Camry 2025,99000.0,AED,2025.0,0.0,Toyota,Camry,,Sedan,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-camry-e-25l-885834.html,14,,dubicars,2026-04-28T16:53:13.496093,dom,,,True,885834.0,Japanese,mainstream,Mid-Range,1.0,99000.0,0.0,83,-0.75,Normal
New Toyota Corolla Cross 2025,70000.0,AED,2025.0,20.0,Toyota,Corolla Cross,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-corolla-cross-20l-hyb-corolla-cross-led-lights-radar-full-options-917799.html,11,,dubicars,2026-04-28T16:53:22.751419,dom,,,True,917799.0,Japanese,mainstream,Mid-Range,1.0,70000.0,20.0,78,0.04,Normal
New Toyota Prado 2025,171000.0,AED,2025.0,0.0,Toyota,Prado,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-prado-toyota-prado-toyota-land-cruiser-prado-24l-919513.html,29,,dubicars,2026-04-28T16:53:22.792780,dom,,,True,919513.0,Japanese,mainstream,Premium,1.0,171000.0,0.0,83,-1.24,Below Market
New Toyota RAV4 2025,152000.0,AED,2025.0,0.0,Toyota,RAV4,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-rav4-25l-adventure-918407.html,14,,dubicars,2026-04-28T16:53:22.793141,dom,,,True,918407.0,Japanese,mainstream,Premium,1.0,152000.0,0.0,83,1.24,Above Market
New Toyota Land Cruiser 2025,319000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-vx-35l-2025-my-export-price-883768.html,19,,dubicars,2026-04-28T16:53:32.369592,dom,,,True,883768.0,Japanese,mainstream,Luxury,1.0,319000.0,0.0,83,0.88,Above Market
New Toyota Prado 2025,239000.0,AED,2025.0,0.0,Toyota,Prado,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-prado-adventure-mono-tone-24t-2025-my-export-price-911355.html,20,,dubicars,2026-04-28T16:53:32.369865,dom,,,True,911355.0,Japanese,mainstream,Premium,1.0,239000.0,0.0,83,1.1,Above Market
New Toyota Prado 2024,176000.0,AED,2024.0,0.0,Toyota,Prado,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-prado-exr-27l-4wd-913902.html,24,,dubicars,2026-04-28T16:53:32.372791,dom,,,True,913902.0,Japanese,mainstream,Premium,2.0,88000.0,0.0,83,-0.36,Normal
New Toyota RAV4 2025,106000.0,AED,2025.0,0.0,Toyota,RAV4,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-rav4-toyota-rav4-toyota-rav4-20l-petrol-full-option-924632.html,27,,dubicars,2026-04-28T16:53:41.580584,dom,,,True,924632.0,Japanese,mainstream,Mid-Range,1.0,106000.0,0.0,83,-0.54,Normal
New Toyota Hilux 2023,105000.0,AED,2023.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-toyota-hilux-toyota-hilux-sr5-27l-manuel-my2023-petrol-619844.html,17,,dubicars,2026-04-28T16:53:41.581079,dom,,,True,619844.0,Japanese,mainstream,Mid-Range,3.0,35000.0,0.0,83,-0.73,Normal
New Toyota Camry 2025,110000.0,AED,2025.0,0.0,Toyota,Camry,,Sedan,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-camry-le-25l-petrol-ready-stock-835635.html,23,,dubicars,2026-04-28T16:53:41.581633,dom,,,True,835635.0,Japanese,mainstream,Mid-Range,1.0,110000.0,0.0,83,-0.26,Normal
New Toyota Hilux 2024,148000.0,AED,2024.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-hilux-toyota-hilux-adventure-petrol-40l-v6-2025-611843.html,15,,dubicars,2026-04-28T16:53:41.582364,dom,,,True,611843.0,Japanese,mainstream,Premium,2.0,74000.0,0.0,83,0.99,Above Market
